Model,Temperature,Turn,Prompt_mode,seller_payoff,buyer_payoff,accepted_threshold,expressive_level,display_rule,face_only,Turn = 1,Turn = 2,Turn = 3,Turn = 4,Turn = 5,ranking_response,Turn = 6,Final_response,i,Turn = 7,Turn = 8,Turn = 9,Turn = 10,Turn = 11
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-2,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,0-0-0,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,0,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,1,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,2,1-1-2,2-1-1,1-1-3,3-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,3,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,4,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,5,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,6,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,7,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,8,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,7-7-7,reject,9,6-6-6,7-6-5,6-5-4,5-4-3,4-3-2
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,10,7-7-7,8-8-8,9-9-9,8-9-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,3-2-1,reject,11,2-3-1,1-2-3,1-1-2,1-1-3,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,12,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-2-1,reject,13,2-1-2,1-1-2,1-1-3,1-1-4,1-1-5
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,14,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,3-2-1,reject,15,1-2-3,2-1-3,1-3-2,2-3-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,16,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,6-6-6,0,17,7-7-7,8-8-8,9-9-9,9-9-9,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,18,2-1-2,1-1-2,1-2-2,2-1-1,3-2-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,reject,19,7-7-7,8-8-8,9-9-9,9-9-1,8-8-1
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,6-4-6,7-3-7,8-2-8,9-1-9,warranty < service duration < price,1-1-1,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,service < warranty < price,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,0,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,6-6-6,7-7-7,8-8-8,7-8-7,price < warranty < service duration,6-7-6,reject,1,5-6-5,4-5-4,3-4-3,2-3-2,1-2-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-6-5,3-7-6,2-8-7,1-8-8,warranty < service < price,1-7-8,reject,2,1-6-8,1-5-8,1-4-8,1-3-8,1-2-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,8-7-8,reject,3,7-8-7,6-7-6,5-8-5,4-7-4,3-6-3
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,5,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,6,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-2,reject,7,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,8,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-1-2,reject,9,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,10,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-2,reject,11,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-2,reject,12,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-1,reject,13,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-1-2,reject,14,1-1-3,1-1-4,1-1-5,1-1-6,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,15,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,1-1-2,reject,16,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,17,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,18,1-1-3,1-1-4,1-1-5,1-1-6,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-2,reject,19,1-2-2,1-2-3,1-2-4,1-2-5,1-1-1
